model,condition,temperature,test,category,ctype,sd
Haiku,c0_neutral,0,omission (EN→EL),function_words,judgment,0.0
Haiku,c0_neutral,0,omission (EN→EL),grammar,procedural,0.0
Haiku,c0_neutral,0,omission (EN→EL),locale_conventions,procedural,0.0
Haiku,c0_neutral,0,omission (EN→EL),logical_operations,procedural,0.0
Haiku,c0_neutral,0,omission (EN→EL),mistranslation,judgment,0.0
Haiku,c0_neutral,0,omission (EN→EL),omission,judgment,0.4701623459816272
Haiku,c0_neutral,0,omission (EN→EL),redundancy,judgment,0.0
Haiku,c0_neutral,0,omission (EN→EL),referential_clarity,judgment,0.0
Haiku,c0_neutral,0,omission (EN→EL),spelling_punctuation,procedural,0.7326950970650465
Haiku,c0_neutral,0,omission (EN→EL),terminology,judgment,0.0
Haiku,c0_neutral,0,omission (EN→EL),untranslated,judgment,0.0
Haiku,c0_neutral,0,omission (EN→ES),abstraction,judgment,0.0
Haiku,c0_neutral,0,omission (EN→ES),addition,judgment,0.0
Haiku,c0_neutral,0,omission (EN→ES),do_not_translate,procedural,0.0
Haiku,c0_neutral,0,omission (EN→ES),fluency,judgment,0.0
Haiku,c0_neutral,0,omission (EN→ES),focus,judgment,0.0
Haiku,c0_neutral,0,omission (EN→ES),function_words,judgment,0.0
Haiku,c0_neutral,0,omission (EN→ES),grammar,procedural,0.0
Haiku,c0_neutral,0,omission (EN→ES),locale_conventions,procedural,0.0
Haiku,c0_neutral,0,omission (EN→ES),logical_operations,procedural,0.0
Haiku,c0_neutral,0,omission (EN→ES),mistranslation,judgment,0.0
Haiku,c0_neutral,0,omission (EN→ES),omission,judgment,0.4701623459816272
Haiku,c0_neutral,0,omission (EN→ES),redundancy,judgment,0.0
Haiku,c0_neutral,0,omission (EN→ES),referential_clarity,judgment,0.0
Haiku,c0_neutral,0,omission (EN→ES),spelling_punctuation,procedural,0.0
Haiku,c0_neutral,0,omission (EN→ES),terminology,judgment,0.0
Haiku,c0_neutral,0,omission (EN→ES),untranslated,judgment,0.0
Haiku,c0_neutral,0,redundancy (EN→ES),abstraction,judgment,0.0
Haiku,c0_neutral,0,redundancy (EN→ES),addition,judgment,1.118033988749895
Haiku,c0_neutral,0,redundancy (EN→ES),do_not_translate,procedural,0.0
Haiku,c0_neutral,0,redundancy (EN→ES),fluency,judgment,0.5871429486123999
Haiku,c0_neutral,0,redundancy (EN→ES),focus,judgment,0.0
Haiku,c0_neutral,0,redundancy (EN→ES),function_words,judgment,0.0
Haiku,c0_neutral,0,redundancy (EN→ES),grammar,procedural,0.0
Haiku,c0_neutral,0,redundancy (EN→ES),locale_conventions,procedural,0.0
Haiku,c0_neutral,0,redundancy (EN→ES),logical_operations,procedural,0.0
Haiku,c0_neutral,0,redundancy (EN→ES),mistranslation,judgment,0.0
Haiku,c0_neutral,0,redundancy (EN→ES),omission,judgment,0.0
Haiku,c0_neutral,0,redundancy (EN→ES),redundancy,judgment,0.36634754853252327
Haiku,c0_neutral,0,redundancy (EN→ES),referential_clarity,judgment,0.0
Haiku,c0_neutral,0,redundancy (EN→ES),spelling_punctuation,procedural,0.0
Haiku,c0_neutral,0,redundancy (EN→ES),terminology,judgment,0.0
Haiku,c0_neutral,0,redundancy (EN→ES),untranslated,judgment,0.0
Haiku,c0_neutral,0,ref_clarity (EN→EL),abstraction,judgment,0.0
Haiku,c0_neutral,0,ref_clarity (EN→EL),addition,judgment,0.0
Haiku,c0_neutral,0,ref_clarity (EN→EL),do_not_translate,procedural,0.0
Haiku,c0_neutral,0,ref_clarity (EN→EL),fluency,judgment,0.223606797749979
Haiku,c0_neutral,0,ref_clarity (EN→EL),focus,judgment,0.0
Haiku,c0_neutral,0,ref_clarity (EN→EL),function_words,judgment,0.0
Haiku,c0_neutral,0,ref_clarity (EN→EL),grammar,procedural,0.0
Haiku,c0_neutral,0,ref_clarity (EN→EL),locale_conventions,procedural,0.0
Haiku,c0_neutral,0,ref_clarity (EN→EL),logical_operations,procedural,0.0
Haiku,c0_neutral,0,ref_clarity (EN→EL),mistranslation,judgment,0.7539370349250519
Haiku,c0_neutral,0,ref_clarity (EN→EL),omission,judgment,0.0
Haiku,c0_neutral,0,ref_clarity (EN→EL),redundancy,judgment,0.0
Haiku,c0_neutral,0,ref_clarity (EN→EL),referential_clarity,judgment,1.187655806953123
Haiku,c0_neutral,0,ref_clarity (EN→EL),spelling_punctuation,procedural,0.0
Haiku,c0_neutral,0,ref_clarity (EN→EL),terminology,judgment,0.0
Haiku,c0_neutral,0,ref_clarity (EN→EL),untranslated,judgment,0.0
Haiku,c0_neutral,0,ref_clarity (EN→ES),abstraction,judgment,0.0
Haiku,c0_neutral,0,ref_clarity (EN→ES),addition,judgment,0.0
Haiku,c0_neutral,0,ref_clarity (EN→ES),do_not_translate,procedural,0.0
Haiku,c0_neutral,0,ref_clarity (EN→ES),fluency,judgment,0.0
Haiku,c0_neutral,0,ref_clarity (EN→ES),focus,judgment,0.0
Haiku,c0_neutral,0,ref_clarity (EN→ES),function_words,judgment,0.0
Haiku,c0_neutral,0,ref_clarity (EN→ES),grammar,procedural,0.0
Haiku,c0_neutral,0,ref_clarity (EN→ES),locale_conventions,procedural,0.0
Haiku,c0_neutral,0,ref_clarity (EN→ES),logical_operations,procedural,0.0
Haiku,c0_neutral,0,ref_clarity (EN→ES),mistranslation,judgment,0.41039134083406165
Haiku,c0_neutral,0,ref_clarity (EN→ES),omission,judgment,0.0
Haiku,c0_neutral,0,ref_clarity (EN→ES),redundancy,judgment,0.0
Haiku,c0_neutral,0,ref_clarity (EN→ES),referential_clarity,judgment,0.5104177855340404
Haiku,c0_neutral,0,ref_clarity (EN→ES),spelling_punctuation,procedural,0.0
Haiku,c0_neutral,0,ref_clarity (EN→ES),terminology,judgment,0.0
Haiku,c0_neutral,0,ref_clarity (EN→ES),untranslated,judgment,0.0
Haiku,c0_neutral,0,untranslated (EN→ES),abstraction,judgment,0.0
Haiku,c0_neutral,0,untranslated (EN→ES),addition,judgment,0.0
Haiku,c0_neutral,0,untranslated (EN→ES),do_not_translate,procedural,0.0
Haiku,c0_neutral,0,untranslated (EN→ES),fluency,judgment,0.7591546545162482
Haiku,c0_neutral,0,untranslated (EN→ES),focus,judgment,0.0
Haiku,c0_neutral,0,untranslated (EN→ES),function_words,judgment,0.0
Haiku,c0_neutral,0,untranslated (EN→ES),grammar,procedural,0.0
Haiku,c0_neutral,0,untranslated (EN→ES),locale_conventions,procedural,0.0
Haiku,c0_neutral,0,untranslated (EN→ES),logical_operations,procedural,0.0
Haiku,c0_neutral,0,untranslated (EN→ES),mistranslation,judgment,0.0
Haiku,c0_neutral,0,untranslated (EN→ES),omission,judgment,0.0
Haiku,c0_neutral,0,untranslated (EN→ES),redundancy,judgment,0.0
Haiku,c0_neutral,0,untranslated (EN→ES),referential_clarity,judgment,0.0
Haiku,c0_neutral,0,untranslated (EN→ES),spelling_punctuation,procedural,0.0
Haiku,c0_neutral,0,untranslated (EN→ES),terminology,judgment,0.967906041546987
Haiku,c0_neutral,0,untranslated (EN→ES),untranslated,judgment,0.0
Haiku,c0_neutral,1,abstraction (EN→EL),abstraction,judgment,0.3321055820775357
Haiku,c0_neutral,1,abstraction (EN→EL),addition,judgment,0.0
Haiku,c0_neutral,1,abstraction (EN→EL),do_not_translate,procedural,0.0
Haiku,c0_neutral,1,abstraction (EN→EL),fluency,judgment,0.0
Haiku,c0_neutral,1,abstraction (EN→EL),focus,judgment,0.0
Haiku,c0_neutral,1,abstraction (EN→EL),function_words,judgment,0.0
Haiku,c0_neutral,1,abstraction (EN→EL),grammar,procedural,0.0
Haiku,c0_neutral,1,abstraction (EN→EL),locale_conventions,procedural,0.0
Haiku,c0_neutral,1,abstraction (EN→EL),logical_operations,procedural,0.0
Haiku,c0_neutral,1,abstraction (EN→EL),mistranslation,judgment,0.0
Haiku,c0_neutral,1,abstraction (EN→EL),omission,judgment,0.0
Haiku,c0_neutral,1,abstraction (EN→EL),redundancy,judgment,0.0
Haiku,c0_neutral,1,abstraction (EN→EL),referential_clarity,judgment,0.0
Haiku,c0_neutral,1,abstraction (EN→EL),spelling_punctuation,procedural,0.0
Haiku,c0_neutral,1,abstraction (EN→EL),terminology,judgment,0.0
Haiku,c0_neutral,1,abstraction (EN→EL),untranslated,judgment,0.0
Haiku,c0_neutral,1,func_words (EN→ES),abstraction,judgment,0.0
Haiku,c0_neutral,1,func_words (EN→ES),addition,judgment,0.0
Haiku,c0_neutral,1,func_words (EN→ES),do_not_translate,procedural,0.0
Haiku,c0_neutral,1,func_words (EN→ES),fluency,judgment,0.5878675320972554
Haiku,c0_neutral,1,func_words (EN→ES),focus,judgment,0.0
Haiku,c0_neutral,1,func_words (EN→ES),function_words,judgment,0.43723731609760313
Haiku,c0_neutral,1,func_words (EN→ES),grammar,procedural,0.3929526239966879
Haiku,c0_neutral,1,func_words (EN→ES),locale_conventions,procedural,0.0
Haiku,c0_neutral,1,func_words (EN→ES),logical_operations,procedural,0.0
Haiku,c0_neutral,1,func_words (EN→ES),mistranslation,judgment,0.0
Haiku,c0_neutral,1,func_words (EN→ES),omission,judgment,0.0
Haiku,c0_neutral,1,func_words (EN→ES),redundancy,judgment,0.0
Haiku,c0_neutral,1,func_words (EN→ES),referential_clarity,judgment,0.0
Haiku,c0_neutral,1,func_words (EN→ES),spelling_punctuation,procedural,0.0
Haiku,c0_neutral,1,func_words (EN→ES),terminology,judgment,0.0
Haiku,c0_neutral,1,func_words (EN→ES),untranslated,judgment,0.0
Haiku,c0_neutral,1,grammar (EN→EL),abstraction,judgment,0.0
Haiku,c0_neutral,1,grammar (EN→EL),addition,judgment,0.0
Haiku,c0_neutral,1,grammar (EN→EL),do_not_translate,procedural,0.0
Haiku,c0_neutral,1,grammar (EN→EL),fluency,judgment,0.8702602720890289
Haiku,c0_neutral,1,grammar (EN→EL),focus,judgment,0.0
Haiku,c0_neutral,1,grammar (EN→EL),function_words,judgment,0.0
Haiku,c0_neutral,1,grammar (EN→EL),grammar,procedural,0.7812132344290251
Haiku,c0_neutral,1,grammar (EN→EL),locale_conventions,procedural,0.0
Haiku,c0_neutral,1,grammar (EN→EL),logical_operations,procedural,0.0
Haiku,c0_neutral,1,grammar (EN→EL),mistranslation,judgment,1.5048939771136507
Haiku,c0_neutral,1,grammar (EN→EL),omission,judgment,0.0
Haiku,c0_neutral,1,grammar (EN→EL),redundancy,judgment,0.0
Haiku,c0_neutral,1,grammar (EN→EL),referential_clarity,judgment,0.0
Haiku,c0_neutral,1,grammar (EN→EL),spelling_punctuation,procedural,0.0
Haiku,c0_neutral,1,grammar (EN→EL),terminology,judgment,0.0
Haiku,c0_neutral,1,grammar (EN→EL),untranslated,judgment,0.0
Haiku,c0_neutral,1,locale_conv (EN→EL),abstraction,judgment,0.0
Haiku,c0_neutral,1,locale_conv (EN→EL),addition,judgment,0.0
Haiku,c0_neutral,1,locale_conv (EN→EL),do_not_translate,procedural,0.0
Haiku,c0_neutral,1,locale_conv (EN→EL),fluency,judgment,0.49259218307188896
Haiku,c0_neutral,1,locale_conv (EN→EL),focus,judgment,0.0
Haiku,c0_neutral,1,locale_conv (EN→EL),function_words,judgment,0.0
Haiku,c0_neutral,1,locale_conv (EN→EL),grammar,procedural,0.0
Haiku,c0_neutral,1,locale_conv (EN→EL),locale_conventions,procedural,0.4696682183138621
Haiku,c0_neutral,1,locale_conv (EN→EL),logical_operations,procedural,0.0
Haiku,c0_neutral,1,locale_conv (EN→EL),mistranslation,judgment,0.0
Haiku,c0_neutral,1,locale_conv (EN→EL),omission,judgment,0.0
Haiku,c0_neutral,1,locale_conv (EN→EL),redundancy,judgment,0.0
Haiku,c0_neutral,1,locale_conv (EN→EL),referential_clarity,judgment,0.0
Haiku,c0_neutral,1,locale_conv (EN→EL),spelling_punctuation,procedural,0.3929526239966879
Haiku,c0_neutral,1,locale_conv (EN→EL),terminology,judgment,0.0
Haiku,c0_neutral,1,locale_conv (EN→EL),untranslated,judgment,0.0
Haiku,c0_neutral,1,mistranslation (EN→ES),abstraction,judgment,0.0
Haiku,c0_neutral,1,mistranslation (EN→ES),addition,judgment,1.1311108542958477
Haiku,c0_neutral,1,mistranslation (EN→ES),do_not_translate,procedural,0.0
Haiku,c0_neutral,1,mistranslation (EN→ES),fluency,judgment,0.33210558207753604
Haiku,c0_neutral,1,mistranslation (EN→ES),focus,judgment,0.0
Haiku,c0_neutral,1,mistranslation (EN→ES),function_words,judgment,0.0
Haiku,c0_neutral,1,mistranslation (EN→ES),grammar,procedural,0.0
Haiku,c0_neutral,1,mistranslation (EN→ES),locale_conventions,procedural,0.0
Haiku,c0_neutral,1,mistranslation (EN→ES),logical_operations,procedural,0.0
Haiku,c0_neutral,1,mistranslation (EN→ES),mistranslation,judgment,1.3906198364081266
Haiku,c0_neutral,1,mistranslation (EN→ES),omission,judgment,1.0571882797418486
Haiku,c0_neutral,1,mistranslation (EN→ES),redundancy,judgment,0.0
Haiku,c0_neutral,1,mistranslation (EN→ES),referential_clarity,judgment,0.0
Haiku,c0_neutral,1,mistranslation (EN→ES),spelling_punctuation,procedural,0.0
Haiku,c0_neutral,1,mistranslation (EN→ES),terminology,judgment,0.24253562503633302
Haiku,c0_neutral,1,mistranslation (EN→ES),untranslated,judgment,0.0
Haiku,c0_neutral,1,omission (EN→EL),abstraction,judgment,0.0
Haiku,c0_neutral,1,omission (EN→EL),addition,judgment,0.0
Haiku,c0_neutral,1,omission (EN→EL),do_not_translate,procedural,0.0
Haiku,c0_neutral,1,omission (EN→EL),fluency,judgment,0.8617697249402123
Haiku,c0_neutral,1,omission (EN→EL),focus,judgment,0.0
Haiku,c0_neutral,1,omission (EN→EL),function_words,judgment,0.0
Haiku,c0_neutral,1,omission (EN→EL),grammar,procedural,0.0
Haiku,c0_neutral,1,omission (EN→EL),locale_conventions,procedural,0.0
Haiku,c0_neutral,1,omission (EN→EL),logical_operations,procedural,0.0
Haiku,c0_neutral,1,omission (EN→EL),mistranslation,judgment,0.0
Haiku,c0_neutral,1,omission (EN→EL),omission,judgment,0.39295262399668784
Haiku,c0_neutral,1,omission (EN→EL),redundancy,judgment,0.0
Haiku,c0_neutral,1,omission (EN→EL),referential_clarity,judgment,0.0
Haiku,c0_neutral,1,omission (EN→EL),spelling_punctuation,procedural,0.242535625036333
Haiku,c0_neutral,1,omission (EN→EL),terminology,judgment,0.0
Haiku,c0_neutral,1,omission (EN→EL),untranslated,judgment,0.0
Haiku,c0_neutral,1,omission (EN→ES),abstraction,judgment,0.0
Haiku,c0_neutral,1,omission (EN→ES),addition,judgment,0.0
Haiku,c0_neutral,1,omission (EN→ES),do_not_translate,procedural,0.0
Haiku,c0_neutral,1,omission (EN→ES),fluency,judgment,0.0
Haiku,c0_neutral,1,omission (EN→ES),focus,judgment,0.0
Haiku,c0_neutral,1,omission (EN→ES),function_words,judgment,0.0
Haiku,c0_neutral,1,omission (EN→ES),grammar,procedural,0.0
Haiku,c0_neutral,1,omission (EN→ES),locale_conventions,procedural,0.0
Haiku,c0_neutral,1,omission (EN→ES),logical_operations,procedural,0.0
Haiku,c0_neutral,1,omission (EN→ES),mistranslation,judgment,0.0
Haiku,c0_neutral,1,omission (EN→ES),omission,judgment,0.39295262399668784
Haiku,c0_neutral,1,omission (EN→ES),redundancy,judgment,0.0
Haiku,c0_neutral,1,omission (EN→ES),referential_clarity,judgment,0.0
Haiku,c0_neutral,1,omission (EN→ES),spelling_punctuation,procedural,0.0
Haiku,c0_neutral,1,omission (EN→ES),terminology,judgment,0.0
Haiku,c0_neutral,1,omission (EN→ES),untranslated,judgment,0.0
Haiku,c0_neutral,1,redundancy (EN→ES),abstraction,judgment,0.0
Haiku,c0_neutral,1,redundancy (EN→ES),addition,judgment,0.8488746876271657
Haiku,c0_neutral,1,redundancy (EN→ES),do_not_translate,procedural,0.0
Haiku,c0_neutral,1,redundancy (EN→ES),fluency,judgment,0.469668218313862
Haiku,c0_neutral,1,redundancy (EN→ES),focus,judgment,0.0
Haiku,c0_neutral,1,redundancy (EN→ES),function_words,judgment,0.0
Haiku,c0_neutral,1,redundancy (EN→ES),grammar,procedural,0.0
Haiku,c0_neutral,1,redundancy (EN→ES),locale_conventions,procedural,0.0
Haiku,c0_neutral,1,redundancy (EN→ES),logical_operations,procedural,0.0
Haiku,c0_neutral,1,redundancy (EN→ES),mistranslation,judgment,0.0
Haiku,c0_neutral,1,redundancy (EN→ES),omission,judgment,0.0
Haiku,c0_neutral,1,redundancy (EN→ES),redundancy,judgment,0.48507125007266594
Haiku,c0_neutral,1,redundancy (EN→ES),referential_clarity,judgment,0.0
Haiku,c0_neutral,1,redundancy (EN→ES),spelling_punctuation,procedural,0.0
Haiku,c0_neutral,1,redundancy (EN→ES),terminology,judgment,0.0
Haiku,c0_neutral,1,redundancy (EN→ES),untranslated,judgment,0.0
Haiku,c0_neutral,1,ref_clarity (EN→EL),abstraction,judgment,0.0
Haiku,c0_neutral,1,ref_clarity (EN→EL),addition,judgment,0.0
Haiku,c0_neutral,1,ref_clarity (EN→EL),do_not_translate,procedural,0.0
Haiku,c0_neutral,1,ref_clarity (EN→EL),fluency,judgment,0.4696682183138621
Haiku,c0_neutral,1,ref_clarity (EN→EL),focus,judgment,0.0
Haiku,c0_neutral,1,ref_clarity (EN→EL),function_words,judgment,0.0
Haiku,c0_neutral,1,ref_clarity (EN→EL),grammar,procedural,0.0
Haiku,c0_neutral,1,ref_clarity (EN→EL),locale_conventions,procedural,0.0
Haiku,c0_neutral,1,ref_clarity (EN→EL),logical_operations,procedural,0.0
Haiku,c0_neutral,1,ref_clarity (EN→EL),mistranslation,judgment,0.4696682183138621
Haiku,c0_neutral,1,ref_clarity (EN→EL),omission,judgment,0.0
Haiku,c0_neutral,1,ref_clarity (EN→EL),redundancy,judgment,0.0
Haiku,c0_neutral,1,ref_clarity (EN→EL),referential_clarity,judgment,1.1440382552221602
Haiku,c0_neutral,1,ref_clarity (EN→EL),spelling_punctuation,procedural,0.0
Haiku,c0_neutral,1,ref_clarity (EN→EL),terminology,judgment,0.0
Haiku,c0_neutral,1,ref_clarity (EN→EL),untranslated,judgment,0.0
Haiku,c0_neutral,1,ref_clarity (EN→ES),abstraction,judgment,0.0
Haiku,c0_neutral,1,ref_clarity (EN→ES),addition,judgment,0.0
Haiku,c0_neutral,1,ref_clarity (EN→ES),do_not_translate,procedural,0.0
Haiku,c0_neutral,1,ref_clarity (EN→ES),fluency,judgment,0.0
Haiku,c0_neutral,1,ref_clarity (EN→ES),focus,judgment,0.0
Haiku,c0_neutral,1,ref_clarity (EN→ES),function_words,judgment,0.0
Haiku,c0_neutral,1,ref_clarity (EN→ES),grammar,procedural,0.0
Haiku,c0_neutral,1,ref_clarity (EN→ES),locale_conventions,procedural,0.0
Haiku,c0_neutral,1,ref_clarity (EN→ES),logical_operations,procedural,0.0
Haiku,c0_neutral,1,ref_clarity (EN→ES),mistranslation,judgment,0.437237316097603
Haiku,c0_neutral,1,ref_clarity (EN→ES),omission,judgment,0.0
Haiku,c0_neutral,1,ref_clarity (EN→ES),redundancy,judgment,0.0
Haiku,c0_neutral,1,ref_clarity (EN→ES),referential_clarity,judgment,0.5144957554275265
Haiku,c0_neutral,1,ref_clarity (EN→ES),spelling_punctuation,procedural,0.0
Haiku,c0_neutral,1,ref_clarity (EN→ES),terminology,judgment,0.0
Haiku,c0_neutral,1,ref_clarity (EN→ES),untranslated,judgment,0.0
Haiku,c0_neutral,1,untranslated (EN→ES),abstraction,judgment,0.0
Haiku,c0_neutral,1,untranslated (EN→ES),addition,judgment,0.0
Haiku,c0_neutral,1,untranslated (EN→ES),do_not_translate,procedural,0.0
Haiku,c0_neutral,1,untranslated (EN→ES),fluency,judgment,0.492592183071889
Haiku,c0_neutral,1,untranslated (EN→ES),focus,judgment,0.0
Haiku,c0_neutral,1,untranslated (EN→ES),function_words,judgment,0.0
Haiku,c0_neutral,1,untranslated (EN→ES),grammar,procedural,0.0
Haiku,c0_neutral,1,untranslated (EN→ES),locale_conventions,procedural,0.0
Haiku,c0_neutral,1,untranslated (EN→ES),logical_operations,procedural,0.0
Haiku,c0_neutral,1,untranslated (EN→ES),mistranslation,judgment,0.0
Haiku,c0_neutral,1,untranslated (EN→ES),omission,judgment,0.0
Haiku,c0_neutral,1,untranslated (EN→ES),redundancy,judgment,0.0
Haiku,c0_neutral,1,untranslated (EN→ES),referential_clarity,judgment,0.0
Haiku,c0_neutral,1,untranslated (EN→ES),spelling_punctuation,procedural,0.0
Haiku,c0_neutral,1,untranslated (EN→ES),terminology,judgment,0.9926198253344827
Haiku,c0_neutral,1,untranslated (EN→ES),untranslated,judgment,0.24253562503633297
Haiku,c1_safety,0,abstraction (EN→EL),abstraction,judgment,0.0
Haiku,c1_safety,0,abstraction (EN→EL),addition,judgment,0.0
Haiku,c1_safety,0,abstraction (EN→EL),do_not_translate,procedural,0.0
Haiku,c1_safety,0,abstraction (EN→EL),fluency,judgment,0.0
Haiku,c1_safety,0,abstraction (EN→EL),focus,judgment,0.0
Haiku,c1_safety,0,abstraction (EN→EL),function_words,judgment,0.0
Haiku,c1_safety,0,abstraction (EN→EL),grammar,procedural,0.0
